Average,City,Code,Direction,Full,Location,Maximum,Minimum,Month,Precipitation,Speed,State,Week of,Year
54,Mercury,DRA,11,2/21/2016,"Mercury, NV",68,38,2,0.47,5.3,Nevada,21,2016
47,Reno,RNO,17,2/21/2016,"Reno, NV",61,32,2,0.42,4.97,Nevada,21,2016
42,Winnemucca,WMC,16,2/21/2016,"Winnemucca, NV",56,28,2,0.12,5.71,Nevada,21,2016
28,Concord,CON,22,2/21/2016,"Concord, NH",40,16,2,1.11,5.48,New Hampshire,21,2016
60,Mt. Washington,MWN,23,2/21/2016,"Mt. Washington, NH",60,60,2,0,43.34,New Hampshire,21,2016
40,Atlantic City,ACY,19,2/21/2016,"Atlantic City, NJ",50,28,2,1.44,6.7,New Jersey,21,2016
37,Newark,EWR,21,2/21/2016,"Newark, NJ",46,28,2,1.49,7,New Jersey,21,2016
53,Albuquerque,ABQ,25,2/21/2016,"Albuquerque, NM",69,37,2,0,5.38,New Mexico,21,2016
50,Clayton,CAO,17,2/21/2016,"Clayton, NM",66,34,2,0,7.48,New Mexico,21,2016
57,Roswell,ROW,17,2/21/2016,"Roswell, NM",77,38,2,0,4.08,New Mexico,21,2016
30,Albany,ALB,24,2/21/2016,"Albany, NY",41,19,2,1.02,8.14,New York,21,2016
27,Binghamton,BGM,25,2/21/2016,"Binghamton, NY",36,17,2,1.73,8.31,New York,21,2016
28,Buffalo,BUF,21,2/21/2016,"Buffalo, NY",37,18,2,1.01,8.15,New York,21,2016
27,Glens Falls,GFL,24,2/21/2016,"Glens Falls, NY",38,15,2,1.07,4.17,New York,21,2016
38,Islip,ISP,22,2/21/2016,"Islip, NY",48,29,2,0.82,8.94,New York,21,2016
39,New York,LGA,22,2/21/2016,"New York, NY",47,31,2,1.34,8.88,New York,21,2016
27,Rochester,ROC,25,2/21/2016,"Rochester, NY",36,17,2,1.7,7.87,New York,21,2016
25,Syracuse,SYR,22,2/21/2016,"Syracuse, NY",35,14,2,2.12,7.84,New York,21,2016
42,Asheville,AVL,25,2/21/2016,"Asheville, NC",52,31,2,1.11,5.84,North Carolina,21,2016
49,Cape Hatteras,HSE,13,2/21/2016,"Cape Hatteras, NC",57,42,2,0.68,10.21,North Carolina,21,2016
45,Charlotte,CLT,19,2/21/2016,"Charlotte, NC",56,34,2,0.96,5.21,North Carolina,21,2016
43,Greensboro,GSO,19,2/21/2016,"Greensboro, NC",54,33,2,1.67,6.04,North Carolina,21,2016
42,Hickory,HKY,18,2/21/2016,"Hickory, NC",52,31,2,0.72,3.42,North Carolina,21,2016
45,Raleigh/Durham,RDU,18,2/21/2016,"Raleigh/Durham, NC",56,34,2,1.53,4.88,North Carolina,21,2016
50,Wilmington,ILM,16,2/21/2016,"Wilmington, NC",63,37,2,0.74,6.14,North Carolina,21,2016
37,Bismarck,BIS,18,2/21/2016,"Bismarck, ND",44,29,2,0.15,6.6,North Dakota,21,2016
34,Dickinson,DIK,23,2/21/2016,"Dickinson, ND",43,24,2,0.11,8.67,North Dakota,21,2016
29,Fargo,FAR,20,2/21/2016,"Fargo, ND",35,23,2,0.02,10.24,North Dakota,21,2016
27,Grand Forks,GFK,22,2/21/2016,"Grand Forks, ND",33,20,2,0.02,9.32,North Dakota,21,2016
32,Williston,ISN,25,2/21/2016,"Williston, ND",38,25,2,0.12,4.58,North Dakota,21,2016
33,Akron,CAK,19,2/21/2016,"Akron, OH",42,24,2,0.55,9.4,Ohio,21,2016
34,Cleveland,CLE,19,2/21/2016,"Cleveland, OH",43,25,2,0.22,9.35,Ohio,21,2016
38,Columbus,CMH,23,2/21/2016,"Columbus, OH",46,30,2,0.49,7.2,Ohio,21,2016
39,Dayton,DAY,19,2/21/2016,"Dayton, OH",47,30,2,0,9.77,Ohio,21,2016
35,Mansfield,MFD,23,2/21/2016,"Mansfield, OH",43,26,2,0.13,10.51,Ohio,21,2016
35,Toledo,TOL,20,2/21/2016,"Toledo, OH",43,26,2,0.05,7.8,Ohio,21,2016
32,Youngstown/Warren,YNG,18,2/21/2016,"Youngstown/Warren, OH",43,22,2,0.78,7.6,Ohio,21,2016
55,Gage,GAG,21,2/21/2016,"Gage, OK",72,37,2,0,8.97,Oklahoma,21,2016
58,Oklahoma City,OKC,25,2/21/2016,"Oklahoma City, OK",71,44,2,0,10.17,Oklahoma,21,2016
53,Ponca City,PNC,20,2/21/2016,"Ponca City, OK",69,38,2,0,7.42,Oklahoma,21,2016
58,Tulsa,TUL,23,2/21/2016,"Tulsa, OK",71,45,2,0,9.74,Oklahoma,21,2016
49,Astoria,AST,16,2/21/2016,"Astoria, OR",53,44,2,2.35,6.38,Oregon,21,2016
33,Burns,BNO,23,2/21/2016,"Burns, OR",43,23,2,0.03,4.7,Oregon,21,2016
48,Eugene,EUG,22,2/21/2016,"Eugene, OR",56,40,2,0.82,6.25,Oregon,21,2016
47,Medford,MFR,22,2/21/2016,"Medford, OR",54,38,2,0.6,1.44,Oregon,21,2016
46,Pendleton,PDT,20,2/21/2016,"Pendleton, OR",54,36,2,0.16,4.22,Oregon,21,2016
49,Portland,PDX,15,2/21/2016,"Portland, OR",55,43,2,1.51,5.25,Oregon,21,2016
42,Redmond,RDM,16,2/21/2016,"Redmond, OR",53,29,2,0.04,5.34,Oregon,21,2016
49,Salem,SLE,16,2/21/2016,"Salem, OR",55,42,2,1.15,5.97,Oregon,21,2016
34,Allentown,ABE,22,2/21/2016,"Allentown, PA",44,23,2,1.55,5.48,Pennsylvania,21,2016
29,Erie,ERI,17,2/21/2016,"Erie, PA",40,21,2,0.79,9.04,Pennsylvania,21,2016
33,Harrisburg,MDT,24,2/21/2016,"Harrisburg, PA",41,24,2,1.36,5.77,Pennsylvania,21,2016
39,Philadelphia,PHL,18,2/21/2016,"Philadelphia, PA",47,30,2,0.99,7.64,Pennsylvania,21,2016
36,Pittsburgh,PIT,22,2/21/2016,"Pittsburgh, PA",45,27,2,1.11,7.58,Pennsylvania,21,2016
35,Wilkes-Barre/Scranton,AVP,23,2/21/2016,"Wilkes-Barre/Scranton, PA",44,21,2,1.6,5.2,Pennsylvania,21,2016
36,Williamsport,IPT,21,2/21/2016,"Williamsport, PA",42,22,2,1.88,4.61,Pennsylvania,21,2016
79,San Juan,SJU,7,2/21/2016,"San Juan, PR",84,73,2,1.38,8.34,Puerto Rico,21,2016
34,Providence,PVD,22,2/21/2016,"Providence, RI",44,24,2,0.89,7.44,Rhode Island,21,2016
46,Anderson,AND,17,2/21/2016,"Anderson, SC",56,35,2,0.54,5.25,South Carolina,21,2016
55,Charleston,CHS,17,2/21/2016,"Charleston, SC",67,42,2,1.18,6.07,South Carolina,21,2016
49,Columbia,CAE,18,2/21/2016,"Columbia, SC",60,38,2,0.78,4.85,South Carolina,21,2016
45,Greer,GSP,19,2/21/2016,"Greer, SC",55,34,2,0.57,5.65,South Carolina,21,2016
33,Aberdeen,ABR,17,2/21/2016,"Aberdeen, SD",39,26,2,0.05,8.62,South Dakota,21,2016
36,Huron,HON,21,2/21/2016,"Huron, SD",43,28,2,0.05,9.48,South Dakota,21,2016
40,Pierre,PIR,25,2/21/2016,"Pierre, SD",48,30,2,0.19,9.57,South Dakota,21,2016
42,Rapid City,RAP,28,2/21/2016,"Rapid City, SD",56,28,2,0.07,8.95,South Dakota,21,2016
35,Sioux Falls,FSD,21,2/21/2016,"Sioux Falls, SD",40,28,2,0.27,7.94,South Dakota,21,2016
44,Bristol/Jhnsn Cty/Kngsprt,TRI,20,2/21/2016,"Bristol/Jhnsn Cty/Kngsprt, TN",52,35,2,1.01,4.02,Tennessee,21,2016
47,Chattanooga,CHA,24,2/21/2016,"Chattanooga, TN",56,36,2,1.63,4.04,Tennessee,21,2016
47,Clarksville,CKV,21,2/21/2016,"Clarksville, TN",55,38,2,0.88,5.98,Tennessee,21,2016
45,Crossville,CSV,22,2/21/2016,"Crossville, TN",50,40,2,3.83,5.38,Tennessee,21,2016
44,Knoxville,TYS,18,2/21/2016,"Knoxville, TN",51,37,2,1.9,6.7,Tennessee,21,2016
55,Memphis,MEM,17,2/21/2016,"Memphis, TN",63,46,2,1.7,6.52,Tennessee,21,2016
50,Nashville,BNA,21,2/21/2016,"Nashville, TN",57,42,2,1.79,5.82,Tennessee,21,2016
44,Oak Ridge,OQT,21,2/21/2016,"Oak Ridge, TN",51,37,2,2.48,1.48,Tennessee,21,2016
62,Abilene,ABI,20,2/21/2016,"Abilene, TX",74,49,2,0,9.34,Texas,21,2016
54,Amarillo,AMA,22,2/21/2016,"Amarillo, TX",71,39,2,0,9.92,Texas,21,2016
64,Austin/Bergstrom,AUS,21,2/21/2016,"Austin/Bergstrom, TX",77,51,2,0,7.6,Texas,21,2016
66,Austin/City,ATT,17,2/21/2016,"Austin/City, TX",76,56,2,0.01,3.64,Texas,21,2016
64,Beaumont/Port Arthur,BPT,17,2/21/2016,"Beaumont/Port Arthur, TX",76,51,2,0.9,7.15,Texas,21,2016
70,Brownsville,BRO,14,2/21/2016,"Brownsville, TX",81,59,2,0,9.87,Texas,21,2016
59,Childress,CDS,16,2/21/2016,"Childress, TX",75,42,2,0,8.07,Texas,21,2016
64,College Station,CLL,19,2/21/2016,"College Station, TX",76,52,2,0.1,7.45,Texas,21,2016
68,Corpus Christi,CRP,14,2/21/2016,"Corpus Christi, TX",81,55,2,0,10.82,Texas,21,2016
52,Dalhart,DHT,13,2/21/2016,"Dalhart, TX",70,34,2,0,8.65,Texas,21,2016
63,Dallas,DAL,21,2/21/2016,"Dallas, TX",73,53,2,0.2,8.95,Texas,21,2016
63,Dallas-Fort Worth,DFW,23,2/21/2016,"Dallas-Fort Worth, TX",74,52,2,0.35,10.01,Texas,21,2016
67,Del Rio,DRT,13,2/21/2016,"Del Rio, TX",79,54,2,0.02,7.32,Texas,21,2016
62,El Paso,ELP,15,2/21/2016,"El Paso, TX",79,45,2,0,2.85,Texas,21,2016
64,Fort Worth,FTW,19,2/21/2016,"Fort Worth, TX",75,53,2,0.41,10.14,Texas,21,2016
64,Galveston,GLS,15,2/21/2016,"Galveston, TX",71,57,2,0,8.28,Texas,21,2016
66,Houston,HOU,18,2/21/2016,"Houston, TX",76,55,2,0.01,6.74,Texas,21,2016
57,Lubbock,LBB,17,2/21/2016,"Lubbock, TX",75,39,2,0,9.2,Texas,21,2016
62,Midland,MAF,16,2/21/2016,"Midland, TX",76,47,2,0.01,7.97,Texas,21,2016
61,San Angelo,SJT,16,2/21/2016,"San Angelo, TX",77,45,2,0.13,6.88,Texas,21,2016
67,San Antonio,SAT,19,2/21/2016,"San Antonio, TX",77,56,2,0.01,7.65,Texas,21,2016
65,Victoria,VCT,17,2/21/2016,"Victoria, TX",79,50,2,0,7.37,Texas,21,2016
61,Waco,ACT,21,2/21/2016,"Waco, TX",73,49,2,1.06,9.31,Texas,21,2016
61,Wichita Falls,SPS,20,2/21/2016,"Wichita Falls, TX",74,47,2,0,10.1,Texas,21,2016
45,Salt Lake City,SLC,19,2/21/2016,"Salt Lake City, UT",55,35,2,0.31,7.12,Utah,21,2016
40,Blacksburg,BCB,24,2/21/2016,"Blacksburg, VA",48,31,2,2.48,5.65,VA,21,2016
27,Burlington,BTV,24,2/21/2016,"Burlington, VT",38,16,2,0.67,7.94,Vermont,21,2016
38,Lynchburg,LYH,23,2/21/2016,"Lynchburg, VA",49,27,2,2.18,3.52,Virginia,21,2016
47,Norfolk,ORF,11,2/21/2016,"Norfolk, VA",57,37,2,1.06,7.95,Virginia,21,2016
42,Richmond,RIC,18,2/21/2016,"Richmond, VA",52,30,2,1.29,5.27,Virginia,21,2016
40,Roanoke,ROA,24,2/21/2016,"Roanoke, VA",48,31,2,2.48,5.65,Virginia,21,2016
43,Wallops Island,WAL,23,2/21/2016,"Wallops Island, VA",52,33,2,1.39,6.02,Virginia,21,2016
40,Washington,DCA,22,2/21/2016,"Washington, VA",48,31,2,1.25,6.1,Virginia,21,2016
41,Deer Park,DEW,14,2/21/2016,"Deer Park, WA",49,33,2,0.83,6.92,Washington,21,2016
44,Ephrata,EPH,27,2/21/2016,"Ephrata, WA",52,35,2,0.2,5.82,Washington,21,2016
45,Olympia,OLM,22,2/21/2016,"Olympia, WA",51,39,2,1.78,5.82,Washington,21,2016
47,Quillayute,UIL,14,2/21/2016,"Quillayute, WA",53,41,2,6.09,4.61,Washington,21,2016
48,Seattle,SEA,18,2/21/2016,"Seattle, WA",53,42,2,1.5,7.04,Washington,21,2016
42,Spokane,GEG,17,2/21/2016,"Spokane, WA",48,36,2,0.27,10.42,Washington,21,2016
46,Yakima,YKM,22,2/21/2016,"Yakima, WA",56,36,2,0.18,3.31,Washington,21,2016
39,Beckley,BKW,19,2/21/2016,"Beckley, WV",45,32,2,1.71,6.9,West Virginia,21,2016
42,Charleston,CRW,19,2/21/2016,"Charleston, WV",49,34,2,1.89,4.68,West Virginia,21,2016
40,Elkins,EKN,23,2/21/2016,"Elkins, WV",48,29,2,1.35,5.57,West Virginia,21,2016
42,Huntington,HTS,20,2/21/2016,"Huntington, WV",50,34,2,2.97,4.14,West Virginia,21,2016
27,Green Bay,GRB,21,2/21/2016,"Green Bay, WI",34,20,2,0.04,6.8,Wisconsin,21,2016
31,La Crosse,LSE,23,2/21/2016,"La Crosse, WI",39,23,2,0.01,6.57,Wisconsin,21,2016
30,Madison,MSN,16,2/21/2016,"Madison, WI",37,23,2,0.04,5.94,Wisconsin,21,2016
32,Milwaukee,MKE,17,2/21/2016,"Milwaukee, WI",39,23,2,0.05,9.15,Wisconsin,21,2016
39,Casper,CPR,23,2/21/2016,"Casper, WY",51,27,2,0.05,16.18,Wyoming,21,2016
42,Cheyenne,CYS,26,2/21/2016,"Cheyenne, WY",54,29,2,0.01,14.38,Wyoming,21,2016
40,Lander,LND,24,2/21/2016,"Lander, WY",51,28,2,0.07,5.42,Wyoming,21,2016
34,Rawlins,RWL,24,2/21/2016,"Rawlins, WY",42,25,2,0.13,20.75,Wyoming,21,2016
41,Sheridan,SHR,27,2/21/2016,"Sheridan, WY",54,27,2,0.47,6.54,Wyoming,21,2016
52,Birmingham,BHM,24,2/28/2016,"Birmingham, AL",61,42,2,3.17,7.71,Alabama,28,2016
50,Huntsville,HSV,19,2/28/2016,"Huntsville, AL",59,39,2,1.54,8.44,Alabama,28,2016
55,Mobile,MOB,25,2/28/2016,"Mobile, AL",66,43,2,0.5,6.6,Alabama,28,2016
56,Montgomery,MGM,24,2/28/2016,"Montgomery, AL",67,44,2,2.58,7.25,Alabama,28,2016
36,Anchorage,ANC,20,2/28/2016,"Anchorage, AK",42,30,2,0,4.85,Alaska,28,2016
42,Annette,ANN,12,2/28/2016,"Annette, AK",46,37,2,4.75,10.27,Alaska,28,2016
28,Bethel,BET,6,2/28/2016,"Bethel, AK",36,20,2,0,14.54,Alaska,28,2016
21,Bettles,BTT,16,2/28/2016,"Bettles, AK",32,9,2,0,4.45,Alaska,28,2016
36,Cold Bay,CDB,13,2/28/2016,"Cold Bay, AK",40,31,2,0.58,9.01,Alaska,28,2016
39,Cordova,CDV,9,2/28/2016,"Cordova, AK",45,32,2,2.65,9.11,Alaska,28,2016
32,Delta Junction/Ft Greely,BIG,12,2/28/2016,"Delta Junction/Ft Greely, AK",37,26,2,0,20.42,Alaska,28,2016
23,Fairbanks,FAI,2,2/28/2016,"Fairbanks, AK",37,9,2,0,3.07,Alaska,28,2016
26,Gulkana,GKN,17,2/28/2016,"Gulkana, AK",38,14,2,0,5.68,Alaska,28,2016
60,Gustavus,GST,9,2/28/2016,"Gustavus, AK",60,60,2,0,3.3,Alaska,28,2016
38,Homer,HOM,7,2/28/2016,"Homer, AK",43,33,2,1.53,9.25,Alaska,28,2016
39,Iliamna,ILI,7,2/28/2016,"Iliamna, AK",43,34,2,0,11.27,Alaska,28,2016
39,Juneau,JNU,12,2/28/2016,"Juneau, AK",43,35,2,1.39,8.54,Alaska,28,2016
37,Kenai,ENA,4,2/28/2016,"Kenai, AK",42,31,2,0.09,12.04,Alaska,28,2016
43,Ketchikan,KTN,13,2/28/2016,"Ketchikan, AK",47,39,2,10.34,12.08,Alaska,28,2016
38,King Salmon,AKN,8,2/28/2016,"King Salmon, AK",44,32,2,0.04,11.44,Alaska,28,2016
40,Kodiak,ADQ,8,2/28/2016,"Kodiak, AK",43,36,2,4.85,14.35,Alaska,28,2016
17,Kotzebue,OTZ,11,2/28/2016,"Kotzebue, AK",24,7,2,0.25,4.94,Alaska,28,2016
26,Mc Grath,MCG,18,2/28/2016,"Mc Grath, AK",37,14,2,0.02,2.05,Alaska,28,2016
24,Nome,OME,13,2/28/2016,"Nome, AK",29,18,2,0.03,11.75,Alaska,28,2016
11,Northway,ORT,11,2/28/2016,"Northway, AK",23,-1,2,0,0.45,Alaska,28,2016
39,Palmer,PAQ,7,2/28/2016,"Palmer, AK",44,33,2,0.1,7.71,Alaska,28,2016
60,Petersburg,PSG,12,2/28/2016,"Petersburg, AK",60,60,2,0,3.82,Alaska,28,2016
60,Shemya,SYA,12,2/28/2016,"Shemya, AK",60,60,2,0,14.15,Alaska,28,2016
45,Sitka,SIT,11,2/28/2016,"Sitka, AK",48,41,2,1.13,12.01,Alaska,28,2016
38,Skagway,SGY,10,2/28/2016,"Skagway, AK",42,34,2,1.37,5.12,Alaska,28,2016
33,St Paul Island,SNP,2,2/28/2016,"St Paul Island, AK",35,29,2,0.24,19.25,Alaska,28,2016
36,Talkeetna,TKA,6,2/28/2016,"Talkeetna, AK",43,29,2,0.09,4.47,Alaska,28,2016
22,Tanana,TAL,7,2/28/2016,"Tanana, AK",28,15,2,0,5.4,Alaska,28,2016
3,Utqiagvik (Barrow),BRW,7,2/28/2016,"Utqiagvik (Barrow), AK",7,0,2,0.08,18.31,Alaska,28,2016
40,Yakutat,YAK,9,2/28/2016,"Yakutat, AK",44,35,2,3.64,6.65,Alaska,28,2016
54,Douglas Bisbee,DUG,20,2/28/2016,"Douglas Bisbee, AZ",75,32,2,0,5.88,Arizona,28,2016
53,Kingman,IGM,14,2/28/2016,"Kingman, AZ",71,36,2,0,5.52,Arizona,28,2016
69,Phoenix,PHX,15,2/28/2016,"Phoenix, AZ",83,55,2,0,2.88,Arizona,28,2016
63,Tucson,TUS,17,2/28/2016,"Tucson, AZ",80,46,2,0,4.54,Arizona,28,2016
45,Winslow,INW,21,2/28/2016,"Winslow, AZ",66,24,2,0,3.85,Arizona,28,2016
47,Fort Smith,FSM,18,2/28/2016,"Fort Smith, AR",58,35,2,1.73,7.04,Arkansas,28,2016
44,Harrison,HRO,19,2/28/2016,"Harrison, AR",53,35,2,1.09,7.55,Arkansas,28,2016
48,North Little Rock,LZK,0,2/28/2016,"North Little Rock, AR",56,38,2,1.49,0,Arkansas,28,2016
60,Bakersfield,BFL,15,2/28/2016,"Bakersfield, CA",74,46,2,0,0.98,California,28,2016
51,Bishop,BIH,27,2/28/2016,"Bishop, CA",71,30,2,0,4.2,California,28,2016
55,China Lake,NID,19,2/28/2016,"China Lake, CA",74,36,2,0,2.75,California,28,2016
58,Concord,CCR,16,2/28/2016,"Concord, CA",70,45,2,0,1.82,California,28,2016
51,Eureka,EKA,0,2/28/2016,"Eureka, CA",58,43,2,0.34,0,California,28,2016
59,Fresno,FAT,20,2/28/2016,"Fresno, CA",72,46,2,0,1.37,California,28,2016
59,Hayward,HWD,22,2/28/2016,"Hayward, CA",68,48,2,0,2.25,California,28,2016
65,Long Beach,LGB,24,2/28/2016,"Long Beach, CA",77,52,2,0,1.84,California,28,2016
64,Los Angeles,LAX,26,2/28/2016,"Los Angeles, CA",74,54,2,0,2.25,California,28,2016
56,Red Bluff,RBL,31,2/28/2016,"Red Bluff, CA",68,43,2,0.06,4,California,28,2016
56,Redding,RDD,28,2/28/2016,"Redding, CA",69,43,2,0.07,1.97,California,28,2016
57,Sacramento,SAC,27,2/28/2016,"Sacramento, CA",70,43,2,0,2.18,California,28,2016
59,Salinas,SNS,16,2/28/2016,"Salinas, CA",72,45,2,0,2.42,California,28,2016
65,San Diego,SAN,30,2/28/2016,"San Diego, CA",74,54,2,0,2.42,California,28,2016
59,San Francisco,SFO,28,2/28/2016,"San Francisco, CA",67,50,2,0,4.32,California,28,2016
56,Sandberg,SDB,18,2/28/2016,"Sandberg, CA",66,47,2,0,14.74,California,28,2016
60,Santa Barbara,SBA,19,2/28/2016,"Santa Barbara, CA",75,44,2,0,1.87,California,28,2016
62,Santa Maria,SMX,26,2/28/2016,"Santa Maria, CA",77,46,2,0,5.12,California,28,2016
56,Stockton,SCK,28,2/28/2016,"Stockton, CA",71,41,2,0,3.34,California,28,2016
30,Alamosa,ALS,24,2/28/2016,"Alamosa, CO",48,11,2,0.25,2.72,Colorado,28,2016
39,Colorado Springs,COS,21,2/28/2016,"Colorado Springs, CO",53,24,2,0,5.35,Colorado,28,2016
23,Craig,CAG,20,2/28/2016,"Craig, CO",38,8,2,0,1.8,Colorado,28,2016
39,Denver,DEN,23,2/28/2016,"Denver, CO",55,26,2,0,5.92,Colorado,28,2016
40,Grand Junction,GJT,16,2/28/2016,"Grand Junction, CO",53,27,2,0.01,2.44,Colorado,28,2016
41,Pueblo,PUB,15,2/28/2016,"Pueblo, CO",60,22,2,0,5.45,Colorado,28,2016
41,Bridgeport,BDR,20,2/28/2016,"Bridgeport, CT",49,32,2,1.48,11.01,Connecticut,28,2016
39,Windsor Locks,BDL,18,2/28/2016,"Windsor Locks, CT",49,28,2,2.14,9.84,Connecticut,28,2016
42,Wilmington,ILG,18,2/28/2016,"Wilmington, DE",52,32,2,1.66,10.74,Delaware,28,2016
61,Daytona Beach,DAB,21,2/28/2016,"Daytona Beach, FL",71,50,2,0.58,6.95,Florida,28,2016
69,Fort Lauderdale,FLL,21,2/28/2016,"Fort Lauderdale, FL",76,61,2,0.14,9.47,Florida,28,2016
58,Gainesville,GNV,25,2/28/2016,"Gainesville, FL",71,44,2,0.13,6.1,Florida,28,2016
58,Jacksonville,JAX,23,2/28/2016,"Jacksonville, FL",70,45,2,0.89,7.24,Florida,28,2016
69,Key West,EYW,22,2/28/2016,"Key West, FL",73,64,2,0.66,9.91,Florida,28,2016
69,Miami,MIA,20,2/28/2016,"Miami, FL",76,61,2,0.71,8.34,Florida,28,2016
62,Orlando,MCO,23,2/28/2016,"Orlando, FL",73,50,2,0.52,7.61,Florida,28,2016
57,Pensacola,PNS,24,2/28/2016,"Pensacola, FL",67,47,2,2.44,8.44,Florida,28,2016
56,Tallahassee,TLH,23,2/28/2016,"Tallahassee, FL",69,43,2,0.62,6.31,Florida,28,2016
62,Tampa,TPA,22,2/28/2016,"Tampa, FL",71,53,2,0.97,6.57,Florida,28,2016
63,Vero Beach,VRB,20,2/28/2016,"Vero Beach, FL",73,52,2,0.81,8.24,Florida,28,2016
66,West Palm Beach,PBI,21,2/28/2016,"West Palm Beach, FL",75,58,2,1.17,9.57,Florida,28,2016
56,Alma,AMG,24,2/28/2016,"Alma, GA",68,43,2,0.57,6.1,Georgia,28,2016
51,Athens,AHN,22,2/28/2016,"Athens, GA",61,40,2,2.11,6.64,Georgia,28,2016
51,Atlanta,ATL,24,2/28/2016,"Atlanta, GA",60,42,2,3.65,9.44,Georgia,28,2016
54,Augusta,AGS,23,2/28/2016,"Augusta, GA",66,41,2,1.02,6.77,Georgia,28,2016
54,Macon,MCN,24,2/28/2016,"Macon, GA",66,41,2,0.55,6.85,Georgia,28,2016
58,Savannah,SAV,22,2/28/2016,"Savannah, GA",70,45,2,0.11,8.34,Georgia,28,2016
75,Hilo,ITO,18,2/28/2016,"Hilo, HI",84,67,2,0.6,2.85,Hawaii,28,2016
73,Honolulu,HNL,22,2/28/2016,"Honolulu, HI",81,65,2,0,3.94,Hawaii,28,2016
73,Kahului,OGG,7,2/28/2016,"Kahului, HI",83,62,2,0.06,4.51,Hawaii,28,2016
71,Kaunakakai,MKK,20,2/28/2016,"Kaunakakai, HI",80,61,2,0.01,4.5,Hawaii,28,2016
71,Lihue,LIH,29,2/28/2016,"Lihue, HI",77,63,2,0.01,3.71,Hawaii,28,2016
44,Boise,BOI,18,2/28/2016,"Boise, ID",55,32,2,0.18,6.04,Idaho,28,2016
45,Lewiston,LWS,17,2/28/2016,"Lewiston, ID",56,33,2,0.18,2.04,Idaho,28,2016
36,Pocatello,PIH,15,2/28/2016,"Pocatello, ID",49,23,2,0,5.11,Idaho,28,2016
36,Chicago,ORD,17,2/28/2016,"Chicago, IL",44,29,2,0.23,11.77,Illinois,28,2016
39,Moline,MLI,25,2/28/2016,"Moline, IL",49,29,2,0,9.04,Illinois,28,2016
39,Peoria,PIA,21,2/28/2016,"Peoria, IL",49,29,2,0.01,9.27,Illinois,28,2016
40,Quincy,UIN,21,2/28/2016,"Quincy, IL",50,30,2,0,11.35,Illinois,28,2016
37,Rockford,RFD,18,2/28/2016,"Rockford, IL",45,29,2,0,9.27,Illinois,28,2016
41,Springfield,SPI,20,2/28/2016,"Springfield, IL",50,31,2,0.36,11.9,Illinois,28,2016
42,Evansville,EVV,19,2/28/2016,"Evansville, IN",51,33,2,1.92,9.28,Indiana,28,2016
36,Fort Wayne,FWA,16,2/28/2016,"Fort Wayne, IN",44,28,2,1.04,14.21,Indiana,28,2016
40,Indianapolis,IND,15,2/28/2016,"Indianapolis, IN",47,31,2,1.78,13.82,Indiana,28,2016
34,South Bend,SBN,17,2/28/2016,"South Bend, IN",41,26,2,1.05,10.25,Indiana,28,2016
38,Cedar Rapids,CID,22,2/28/2016,"Cedar Rapids, IA",47,29,2,0,9.51,Iowa,28,2016
40,Des Moines,DSM,21,2/28/2016,"Des Moines, IA",49,31,2,0,8.82,Iowa,28,2016
36,Dubuque,DBQ,22,2/28/2016,"Dubuque, IA",44,28,2,0,9.71,Iowa,28,2016
38,Sioux City,SUX,25,2/28/2016,"Sioux City, IA",49,27,2,0.04,7.91,Iowa,28,2016
37,Waterloo,ALO,24,2/28/2016,"Waterloo, IA",45,29,2,0,9.14,Iowa,28,2016
42,Concordia,CNK,26,2/28/2016,"Concordia, KS",56,29,2,0,9.65,Kansas,28,2016
42,Dodge City,DDC,23,2/28/2016,"Dodge City, KS",59,25,2,0,11.22,Kansas,28,2016
40,Goodland,GLD,29,2/28/2016,"Goodland, KS",57,23,2,0,9.08,Kansas,28,2016
45,Medicine Lodge,P28,22,2/28/2016,"Medicine Lodge, KS",62,26,2,0,8.4,Kansas,28,2016
42,Topeka,TOP,20,2/28/2016,"Topeka, KS",57,28,2,0.02,7.85,Kansas,28,2016
45,Wichita,ICT,21,2/28/2016,"Wichita, KS",60,29,2,0,10.28,Kansas,28,2016
42,Covington,CVG,18,2/28/2016,"Covington, KY",51,32,2,1.09,9.87,Kentucky,28,2016
43,Jackson,JKL,18,2/28/2016,"Jackson, KY",52,35,2,0.76,3.31,Kentucky,28,2016
43,Lexington,LEX,18,2/28/2016,"Lexington, KY",53,33,2,0.85,11,Kentucky,28,2016
46,Louisville,SDF,18,2/28/2016,"Louisville, KY",54,36,2,1.85,9.78,Kentucky,28,2016
43,Paducah,PAH,20,2/28/2016,"Paducah, KY",52,34,2,1.49,9.94,Kentucky,28,2016
55,Baton Rouge,BTR,23,2/28/2016,"Baton Rouge, LA",66,43,2,1.11,5.6,Louisiana,28,2016
56,Lake Charles,LCH,22,2/28/2016,"Lake Charles, LA",68,44,2,0.91,5.22,Louisiana,28,2016
58,New Orleans,MSY,18,2/28/2016,"New Orleans, LA",67,48,2,2.03,8.35,Louisiana,28,2016
52,Shreveport,SHV,24,2/28/2016,"Shreveport, LA",64,40,2,0.89,7.24,Louisiana,28,2016
55,Slidell,ASD,17,2/28/2016,"Slidell, LA",67,43,2,1.68,4,Louisiana,28,2016
28,Bangor,BGR,22,2/28/2016,"Bangor, ME",37,20,2,1.14,7.68,Maine,28,2016
